[K0a1|[]]
[K11a178|[[4, 2, 5, 1], [12, 4, 13, 3], [22, 13, 1, 14], [14, 5, 15, 6], [6, 21, 7, 22], [16, 8, 17, 7], [20, 16, 21, 15], [8, 20, 9, 19], [18, 10, 19, 9], [10, 18, 11, 17], [2, 12, 3, 11]]]
[K11a179|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [16, 8, 17, 7], [18, 10, 19, 9], [6, 16, 7, 15], [8, 18, 9, 17], [22, 20, 1, 19], [20, 11, 21, 12], [10, 21, 11, 22]]]
[K11a180|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [16, 8, 17, 7], [6, 16, 7, 15], [22, 18, 1, 17], [18, 9, 19, 10], [8, 21, 9, 22], [20, 11, 21, 12], [10, 19, 11, 20]]]
[K11a181|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [18, 10, 19, 9], [6, 18, 7, 17], [16, 8, 17, 7], [8, 16, 9, 15], [22, 20, 1, 19], [20, 11, 21, 12], [10, 21, 11, 22]]]
[K11a182|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [22, 16, 1, 15], [16, 7, 17, 8], [6, 21, 7, 22], [18, 9, 19, 10], [20, 11, 21, 12], [8, 17, 9, 18], [10, 19, 11, 20]]]
[K11a183|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [22, 16, 1, 15], [16, 7, 17, 8], [6, 21, 7, 22], [20, 11, 21, 12], [8, 19, 9, 20], [18, 9, 19, 10], [10, 17, 11, 18]]]
[K11a184|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [22, 12, 1, 11], [6, 22, 7, 21], [16, 7, 17, 8], [20, 15, 21, 16], [18, 9, 19, 10], [8, 17, 9, 18], [10, 19, 11, 20]]]
[K11a185|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [22, 12, 1, 11], [6, 22, 7, 21], [16, 7, 17, 8], [20, 15, 21, 16], [8, 19, 9, 20], [18, 9, 19, 10], [10, 17, 11, 18]]]
[K11a186|[[4, 2, 5, 1], [12, 4, 13, 3], [14, 6, 15, 5], [16, 8, 17, 7], [20, 10, 21, 9], [22, 18, 1, 17], [18, 22, 19, 21], [6, 16, 7, 15], [8, 20, 9, 19], [10, 14, 11, 13], [2, 12, 3, 11]]]
[K11a187|[[4, 2, 5, 1], [12, 4, 13, 3], [22, 13, 1, 14], [14, 5, 15, 6], [20, 10, 21, 9], [18, 21, 19, 22], [6, 17, 7, 18], [16, 7, 17, 8], [8, 15, 9, 16], [10, 20, 11, 19], [2, 12, 3, 11]]]
[K11a188|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [16, 8, 17, 7], [6, 16, 7, 15], [22, 18, 1, 17], [18, 11, 19, 12], [20, 9, 21, 10], [10, 19, 11, 20], [8, 21, 9, 22]]]
[K11a189|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [22, 10, 1, 9], [18, 11, 19, 12], [6, 19, 7, 20], [16, 7, 17, 8], [10, 17, 11, 18], [20, 16, 21, 15], [8, 22, 9, 21]]]
[K11a190|[[4, 2, 5, 1], [12, 4, 13, 3], [22, 13, 1, 14], [14, 5, 15, 6], [20, 15, 21, 16], [16, 10, 17, 9], [18, 8, 19, 7], [8, 18, 9, 17], [6, 20, 7, 19], [10, 21, 11, 22], [2, 12, 3, 11]]]
[K11a191|[[4, 2, 5, 1], [12, 4, 13, 3], [14, 6, 15, 5], [18, 8, 19, 7], [22, 16, 1, 15], [16, 22, 17, 21], [20, 10, 21, 9], [6, 18, 7, 17], [8, 20, 9, 19], [10, 14, 11, 13], [2, 12, 3, 11]]]
[K11a192|[[4, 2, 5, 1], [12, 4, 13, 3], [14, 6, 15, 5], [20, 10, 21, 9], [22, 16, 1, 15], [16, 22, 17, 21], [6, 20, 7, 19], [18, 8, 19, 7], [8, 18, 9, 17], [10, 14, 11, 13], [2, 12, 3, 11]]]
[K11a193|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [22, 16, 1, 15], [16, 11, 17, 12], [18, 7, 19, 8], [20, 9, 21, 10], [8, 19, 9, 20], [10, 17, 11, 18], [6, 21, 7, 22]]]
[K11a194|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [22, 16, 1, 15], [16, 9, 17, 10], [8, 21, 9, 22], [20, 7, 21, 8], [6, 19, 7, 20], [18, 11, 19, 12], [10, 17, 11, 18]]]
[K11a195|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [22, 16, 1, 15], [16, 11, 17, 12], [20, 7, 21, 8], [18, 9, 19, 10], [10, 17, 11, 18], [8, 19, 9, 20], [6, 21, 7, 22]]]
[K11a196|[[4, 2, 5, 1], [14, 6, 15, 5], [12, 3, 13, 4], [2, 13, 3, 14], [22, 10, 1, 9], [18, 11, 19, 12], [10, 17, 11, 18], [6, 19, 7, 20], [20, 7, 21, 8], [8, 16, 9, 15], [16, 21, 17, 22]]]
[K11a197|[[4, 2, 5, 1], [12, 4, 13, 3], [14, 8, 15, 7], [18, 10, 19, 9], [20, 18, 21, 17], [6, 21, 7, 22], [16, 5, 17, 6], [10, 20, 11, 19], [8, 14, 9, 13], [22, 15, 1, 16], [2, 12, 3, 11]]]
[K11a198|[[4, 2, 5, 1], [12, 4, 13, 3], [22, 13, 1, 14], [16, 5, 17, 6], [8, 21, 9, 22], [18, 10, 19, 9], [20, 18, 21, 17], [10, 20, 11, 19], [14, 7, 15, 8], [6, 15, 7, 16], [2, 12, 3, 11]]]
[K11a199|[[4, 2, 5, 1], [14, 8, 15, 7], [12, 3, 13, 4], [2, 13, 3, 14], [16, 6, 17, 5], [6, 16, 7, 15], [22, 18, 1, 17], [18, 9, 19, 10], [8, 21, 9, 22], [20, 11, 21, 12], [10, 19, 11, 20]]]
[K11a200|[[4, 2, 5, 1], [12, 4, 13, 3], [16, 6, 17, 5], [20, 10, 21, 9], [22, 18, 1, 17], [18, 22, 19, 21], [8, 20, 9, 19], [14, 8, 15, 7], [10, 14, 11, 13], [6, 16, 7, 15], [2, 12, 3, 11]]]
[K11a201|[[4, 2, 5, 1], [14, 8, 15, 7], [12, 3, 13, 4], [2, 13, 3, 14], [16, 6, 17, 5], [6, 16, 7, 15], [22, 18, 1, 17], [18, 11, 19, 12], [20, 9, 21, 10], [10, 19, 11, 20], [8, 21, 9, 22]]]
[K11a202|[[4, 2, 5, 1], [14, 10, 15, 9], [12, 3, 13, 4], [2, 13, 3, 14], [16, 6, 17, 5], [18, 8, 19, 7], [6, 18, 7, 17], [8, 16, 9, 15], [22, 20, 1, 19], [20, 11, 21, 12], [10, 21, 11, 22]]]
[K11a203|[[4, 2, 5, 1], [12, 4, 13, 3], [16, 6, 17, 5], [18, 8, 19, 7], [20, 10, 21, 9], [22, 13, 1, 14], [6, 18, 7, 17], [8, 20, 9, 19], [14, 21, 15, 22], [10, 16, 11, 15], [2, 12, 3, 11]]]
[K11a204|[[4, 2, 5, 1], [12, 4, 13, 3], [16, 6, 17, 5], [20, 10, 21, 9], [22, 13, 1, 14], [6, 20, 7, 19], [18, 8, 19, 7], [8, 18, 9, 17], [14, 21, 15, 22], [10, 16, 11, 15], [2, 12, 3, 11]]]
[K11a205|[[4, 2, 5, 1], [14, 12, 15, 11], [12, 3, 13, 4], [2, 13, 3, 14], [16, 6, 17, 5], [22, 18, 1, 17], [18, 7, 19, 8], [6, 21, 7, 22], [20, 9, 21, 10], [8, 19, 9, 20], [10, 16, 11, 15]]]
[K11a206|[[4, 2, 5, 1], [14, 12, 15, 11], [12, 3, 13, 4], [2, 13, 3, 14], [22, 15, 1, 16], [16, 5, 17, 6], [18, 7, 19, 8], [20, 9, 21, 10], [6, 17, 7, 18], [8, 19, 9, 20], [10, 21, 11, 22]]]
[K11a207|[[4, 2, 5, 1], [14, 12, 15, 11], [12, 3, 13, 4], [2, 13, 3, 14], [22, 15, 1, 16], [16, 5, 17, 6], [18, 7, 19, 8], [6, 17, 7, 18], [8, 21, 9, 22], [20, 9, 21, 10], [10, 19, 11, 20]]]
[K11a208|[[4, 2, 5, 1], [14, 12, 15, 11], [12, 3, 13, 4], [2, 13, 3, 14], [22, 15, 1, 16], [16, 5, 17, 6], [6, 21, 7, 22], [20, 9, 21, 10], [18, 7, 19, 8], [8, 19, 9, 20], [10, 17, 11, 18]]]
[K11a209|[[4, 2, 5, 1], [20, 7, 21, 8], [12, 3, 13, 4], [2, 13, 3, 14], [16, 6, 17, 5], [18, 11, 19, 12], [10, 19, 11, 20], [14, 10, 15, 9], [8, 16, 9, 15], [22, 18, 1, 17], [6, 21, 7, 22]]]
[K11a210|[[4, 2, 5, 1], [14, 12, 15, 11], [12, 3, 13, 4], [2, 13, 3, 14], [16, 6, 17, 5], [22, 18, 1, 17], [18, 9, 19, 10], [20, 7, 21, 8], [8, 19, 9, 20], [6, 21, 7, 22], [10, 16, 11, 15]]]
[K11a211|[[4, 2, 5, 1], [14, 12, 15, 11], [12, 3, 13, 4], [2, 13, 3, 14], [22, 15, 1, 16], [16, 5, 17, 6], [6, 21, 7, 22], [20, 7, 21, 8], [18, 9, 19, 10], [10, 17, 11, 18], [8, 19, 9, 20]]]
[K11a212|[[4, 2, 5, 1], [12, 4, 13, 3], [22, 8, 1, 7], [16, 5, 17, 6], [6, 15, 7, 16], [20, 18, 21, 17], [8, 14, 9, 13], [10, 20, 11, 19], [18, 10, 19, 9], [14, 22, 15, 21], [2, 12, 3, 11]]]
[K11a213|[[4, 2, 5, 1], [12, 4, 13, 3], [16, 6, 17, 5], [18, 10, 19, 9], [22, 8, 1, 7], [8, 22, 9, 21], [20, 13, 21, 14], [6, 18, 7, 17], [14, 19, 15, 20], [10, 16, 11, 15], [2, 12, 3, 11]]]
[K11a214|[[4, 2, 5, 1], [16, 5, 17, 6], [12, 3, 13, 4], [2, 13, 3, 14], [14, 18, 15, 17], [18, 12, 19, 11], [22, 8, 1, 7], [20, 10, 21, 9], [10, 20, 11, 19], [8, 22, 9, 21], [6, 15, 7, 16]]]
[K11a215|[[4, 2, 5, 1], [12, 4, 13, 3], [18, 6, 19, 5], [14, 7, 15, 8], [8, 21, 9, 22], [20, 16, 21, 15], [22, 13, 1, 14], [6, 20, 7, 19], [10, 18, 11, 17], [16, 10, 17, 9], [2, 12, 3, 11]]]
[K11a216|[[4, 2, 5, 1], [12, 4, 13, 3], [18, 6, 19, 5], [20, 10, 21, 9], [14, 7, 15, 8], [8, 15, 9, 16], [22, 13, 1, 14], [6, 20, 7, 19], [16, 21, 17, 22], [10, 18, 11, 17], [2, 12, 3, 11]]]
[K11a217|[[4, 2, 5, 1], [14, 8, 15, 7], [12, 3, 13, 4], [2, 13, 3, 14], [20, 9, 21, 10], [18, 5, 19, 6], [6, 19, 7, 20], [22, 17, 1, 18], [10, 21, 11, 22], [16, 12, 17, 11], [8, 16, 9, 15]]]
[K11a218|[[4, 2, 5, 1], [14, 12, 15, 11], [12, 3, 13, 4], [2, 13, 3, 14], [16, 8, 17, 7], [20, 9, 21, 10], [6, 21, 7, 22], [18, 5, 19, 6], [10, 19, 11, 20], [8, 16, 9, 15], [22, 17, 1, 18]]]
[K11a219|[[4, 2, 5, 1], [14, 12, 15, 11], [12, 3, 13, 4], [2, 13, 3, 14], [22, 15, 1, 16], [18, 5, 19, 6], [8, 21, 9, 22], [20, 9, 21, 10], [10, 19, 11, 20], [16, 7, 17, 8], [6, 17, 7, 18]]]
[K11a220|[[4, 2, 5, 1], [12, 4, 13, 3], [18, 6, 19, 5], [20, 8, 21, 7], [22, 15, 1, 16], [6, 20, 7, 19], [16, 21, 17, 22], [14, 10, 15, 9], [10, 14, 11, 13], [8, 18, 9, 17], [2, 12, 3, 11]]]
[K11a221|[[4, 2, 5, 1], [14, 10, 15, 9], [12, 3, 13, 4], [2, 13, 3, 14], [22, 17, 1, 18], [18, 5, 19, 6], [20, 7, 21, 8], [6, 19, 7, 20], [8, 21, 9, 22], [16, 12, 17, 11], [10, 16, 11, 15]]]
[K11a222|[[4, 2, 5, 1], [14, 10, 15, 9], [12, 3, 13, 4], [2, 13, 3, 14], [22, 17, 1, 18], [18, 5, 19, 6], [6, 21, 7, 22], [20, 7, 21, 8], [8, 19, 9, 20], [16, 12, 17, 11], [10, 16, 11, 15]]]
[K11a223|[[4, 2, 5, 1], [12, 4, 13, 3], [18, 6, 19, 5], [20, 8, 21, 7], [22, 13, 1, 14], [6, 20, 7, 19], [14, 21, 15, 22], [10, 18, 11, 17], [16, 10, 17, 9], [8, 16, 9, 15], [2, 12, 3, 11]]]
[K11a224|[[4, 2, 5, 1], [12, 4, 13, 3], [18, 6, 19, 5], [20, 8, 21, 7], [22, 13, 1, 14], [6, 20, 7, 19], [14, 21, 15, 22], [16, 10, 17, 9], [10, 16, 11, 15], [8, 18, 9, 17], [2, 12, 3, 11]]]
[K11a225|[[4, 2, 5, 1], [14, 12, 15, 11], [12, 3, 13, 4], [2, 13, 3, 14], [16, 10, 17, 9], [10, 16, 11, 15], [22, 17, 1, 18], [18, 5, 19, 6], [20, 7, 21, 8], [6, 19, 7, 20], [8, 21, 9, 22]]]
[K11a226|[[4, 2, 5, 1], [14, 12, 15, 11], [12, 3, 13, 4], [2, 13, 3, 14], [16, 10, 17, 9], [10, 16, 11, 15], [22, 17, 1, 18], [18, 5, 19, 6], [6, 21, 7, 22], [20, 7, 21, 8], [8, 19, 9, 20]]]
[K11a227|[[4, 2, 5, 1], [12, 4, 13, 3], [18, 6, 19, 5], [8, 14, 9, 13], [22, 8, 1, 7], [20, 16, 21, 15], [14, 22, 15, 21], [6, 20, 7, 19], [10, 18, 11, 17], [16, 10, 17, 9], [2, 12, 3, 11]]]
[K11a228|[[4, 2, 5, 1], [14, 12, 15, 11], [12, 3, 13, 4], [2, 13, 3, 14], [22, 8, 1, 7], [18, 5, 19, 6], [6, 17, 7, 18], [10, 19, 11, 20], [20, 9, 21, 10], [8, 16, 9, 15], [16, 22, 17, 21]]]
[K11a229|[[4, 2, 5, 1], [12, 4, 13, 3], [20, 6, 21, 5], [22, 15, 1, 16], [16, 21, 17, 22], [18, 8, 19, 7], [14, 10, 15, 9], [10, 14, 11, 13], [8, 18, 9, 17], [6, 20, 7, 19], [2, 12, 3, 11]]]
[K11a230|[[4, 2, 5, 1], [12, 4, 13, 3], [20, 6, 21, 5], [22, 13, 1, 14], [14, 21, 15, 22], [18, 8, 19, 7], [16, 10, 17, 9], [10, 16, 11, 15], [8, 18, 9, 17], [6, 20, 7, 19], [2, 12, 3, 11]]]
[K11a231|[[4, 2, 5, 1], [14, 4, 15, 3], [20, 15, 21, 16], [10, 5, 11, 6], [12, 7, 13, 8], [6, 11, 7, 12], [18, 10, 19, 9], [8, 20, 9, 19], [22, 17, 1, 18], [16, 21, 17, 22], [2, 14, 3, 13]]]
[K11a232|[[4, 2, 5, 1], [14, 4, 15, 3], [22, 9, 1, 10], [10, 5, 11, 6], [18, 11, 19, 12], [16, 8, 17, 7], [6, 18, 7, 17], [12, 19, 13, 20], [20, 15, 21, 16], [8, 21, 9, 22], [2, 14, 3, 13]]]
[K11a233|[[4, 2, 5, 1], [14, 4, 15, 3], [22, 9, 1, 10], [10, 5, 11, 6], [18, 11, 19, 12], [20, 8, 21, 7], [8, 15, 9, 16], [6, 18, 7, 17], [12, 19, 13, 20], [16, 22, 17, 21], [2, 14, 3, 13]]]
[K11a234|[[4, 2, 5, 1], [14, 4, 15, 3], [16, 6, 17, 5], [18, 8, 19, 7], [20, 10, 21, 9], [22, 12, 1, 11], [6, 18, 7, 17], [8, 20, 9, 19], [10, 22, 11, 21], [12, 16, 13, 15], [2, 14, 3, 13]]]
[K11a235|[[4, 2, 5, 1], [14, 4, 15, 3], [16, 6, 17, 5], [18, 8, 19, 7], [22, 12, 1, 11], [6, 18, 7, 17], [8, 22, 9, 21], [20, 10, 21, 9], [10, 20, 11, 19], [12, 16, 13, 15], [2, 14, 3, 13]]]
[K11a236|[[4, 2, 5, 1], [14, 4, 15, 3], [16, 6, 17, 5], [22, 12, 1, 11], [6, 22, 7, 21], [20, 10, 21, 9], [18, 8, 19, 7], [8, 20, 9, 19], [10, 18, 11, 17], [12, 16, 13, 15], [2, 14, 3, 13]]]
[K11a237|[[4, 2, 5, 1], [14, 4, 15, 3], [16, 6, 17, 5], [20, 12, 21, 11], [22, 10, 1, 9], [10, 22, 11, 21], [6, 20, 7, 19], [18, 8, 19, 7], [8, 18, 9, 17], [12, 16, 13, 15], [2, 14, 3, 13]]]
[K11a238|[[4, 2, 5, 1], [14, 4, 15, 3], [16, 6, 17, 5], [22, 12, 1, 11], [6, 22, 7, 21], [20, 8, 21, 7], [18, 10, 19, 9], [10, 18, 11, 17], [8, 20, 9, 19], [12, 16, 13, 15], [2, 14, 3, 13]]]
[K11a239|[[4, 2, 5, 1], [14, 4, 15, 3], [20, 8, 21, 7], [18, 5, 19, 6], [12, 19, 13, 20], [22, 9, 1, 10], [8, 15, 9, 16], [6, 12, 7, 11], [16, 22, 17, 21], [10, 18, 11, 17], [2, 14, 3, 13]]]
[K11a240|[[4, 2, 5, 1], [14, 4, 15, 3], [18, 6, 19, 5], [20, 8, 21, 7], [22, 10, 1, 9], [6, 20, 7, 19], [8, 22, 9, 21], [12, 18, 13, 17], [16, 12, 17, 11], [10, 16, 11, 15], [2, 14, 3, 13]]]
[K11a241|[[4, 2, 5, 1], [14, 4, 15, 3], [18, 6, 19, 5], [22, 10, 1, 9], [6, 22, 7, 21], [20, 8, 21, 7], [8, 20, 9, 19], [12, 18, 13, 17], [16, 12, 17, 11], [10, 16, 11, 15], [2, 14, 3, 13]]]
[K11a242|[[4, 2, 5, 1], [14, 4, 15, 3], [18, 6, 19, 5], [20, 8, 21, 7], [22, 10, 1, 9], [6, 20, 7, 19], [8, 22, 9, 21], [16, 12, 17, 11], [12, 16, 13, 15], [10, 18, 11, 17], [2, 14, 3, 13]]]
[K11a243|[[4, 2, 5, 1], [14, 4, 15, 3], [18, 6, 19, 5], [22, 10, 1, 9], [6, 22, 7, 21], [20, 8, 21, 7], [8, 20, 9, 19], [16, 12, 17, 11], [12, 16, 13, 15], [10, 18, 11, 17], [2, 14, 3, 13]]]
[K11a244|[[4, 2, 5, 1], [14, 4, 15, 3], [18, 6, 19, 5], [16, 10, 17, 9], [22, 8, 1, 7], [20, 12, 21, 11], [10, 22, 11, 21], [8, 16, 9, 15], [6, 20, 7, 19], [12, 18, 13, 17], [2, 14, 3, 13]]]
[K11a245|[[4, 2, 5, 1], [14, 4, 15, 3], [20, 6, 21, 5], [22, 8, 1, 7], [6, 22, 7, 21], [16, 10, 17, 9], [18, 12, 19, 11], [10, 18, 11, 17], [12, 16, 13, 15], [8, 20, 9, 19], [2, 14, 3, 13]]]
[K11a246|[[4, 2, 5, 1], [14, 4, 15, 3], [20, 6, 21, 5], [22, 8, 1, 7], [6, 22, 7, 21], [18, 10, 19, 9], [16, 12, 17, 11], [12, 16, 13, 15], [10, 18, 11, 17], [8, 20, 9, 19], [2, 14, 3, 13]]]
[K11a247|[[4, 2, 5, 1], [14, 4, 15, 3], [22, 6, 1, 5], [20, 8, 21, 7], [18, 10, 19, 9], [16, 12, 17, 11], [12, 16, 13, 15], [10, 18, 11, 17], [8, 20, 9, 19], [6, 22, 7, 21], [2, 14, 3, 13]]]
[K11a248|[[6, 2, 7, 1], [18, 8, 19, 7], [8, 3, 9, 4], [2, 17, 3, 18], [16, 9, 17, 10], [10, 6, 11, 5], [4, 16, 5, 15], [20, 11, 21, 12], [22, 13, 1, 14], [12, 21, 13, 22], [14, 19, 15, 20]]]
[K11a249|[[6, 2, 7, 1], [18, 8, 19, 7], [8, 3, 9, 4], [2, 17, 3, 18], [16, 9, 17, 10], [10, 6, 11, 5], [4, 16, 5, 15], [22, 11, 1, 12], [20, 13, 21, 14], [14, 19, 15, 20], [12, 21, 13, 22]]]
[K11a250|[[6, 2, 7, 1], [8, 4, 9, 3], [2, 8, 3, 7], [14, 10, 15, 9], [12, 5, 13, 6], [4, 13, 5, 14], [20, 16, 21, 15], [18, 11, 19, 12], [10, 19, 11, 20], [22, 18, 1, 17], [16, 22, 17, 21]]]
[K11a251|[[6, 2, 7, 1], [8, 4, 9, 3], [2, 8, 3, 7], [22, 18, 1, 17], [12, 5, 13, 6], [4, 13, 5, 14], [18, 11, 19, 12], [14, 19, 15, 20], [16, 10, 17, 9], [20, 15, 21, 16], [10, 21, 11, 22]]]
[K11a252|[[6, 2, 7, 1], [8, 4, 9, 3], [2, 8, 3, 7], [16, 12, 17, 11], [12, 5, 13, 6], [4, 13, 5, 14], [22, 17, 1, 18], [18, 9, 19, 10], [10, 21, 11, 22], [20, 16, 21, 15], [14, 20, 15, 19]]]
[K11a253|[[6, 2, 7, 1], [8, 4, 9, 3], [2, 8, 3, 7], [18, 9, 19, 10], [12, 5, 13, 6], [4, 13, 5, 14], [14, 20, 15, 19], [20, 12, 21, 11], [22, 17, 1, 18], [16, 21, 17, 22], [10, 15, 11, 16]]]
[K11a254|[[6, 2, 7, 1], [8, 4, 9, 3], [2, 8, 3, 7], [20, 10, 21, 9], [12, 5, 13, 6], [4, 13, 5, 14], [18, 11, 19, 12], [14, 19, 15, 20], [10, 15, 11, 16], [22, 18, 1, 17], [16, 22, 17, 21]]]
[K11a255|[[6, 2, 7, 1], [20, 8, 21, 7], [8, 3, 9, 4], [2, 19, 3, 20], [16, 9, 17, 10], [12, 6, 13, 5], [4, 16, 5, 15], [18, 11, 19, 12], [10, 17, 11, 18], [22, 13, 1, 14], [14, 21, 15, 22]]]
[K11a256|[[6, 2, 7, 1], [20, 8, 21, 7], [8, 3, 9, 4], [2, 19, 3, 20], [16, 11, 17, 12], [12, 6, 13, 5], [4, 16, 5, 15], [18, 9, 19, 10], [10, 17, 11, 18], [22, 13, 1, 14], [14, 21, 15, 22]]]
[K11a257|[[6, 2, 7, 1], [8, 4, 9, 3], [2, 8, 3, 7], [16, 10, 17, 9], [14, 5, 15, 6], [4, 15, 5, 16], [22, 18, 1, 17], [18, 11, 19, 12], [10, 21, 11, 22], [20, 13, 21, 14], [12, 19, 13, 20]]]
[K11a258|[[6, 2, 7, 1], [8, 4, 9, 3], [2, 8, 3, 7], [16, 10, 17, 9], [14, 5, 15, 6], [4, 15, 5, 16], [22, 18, 1, 17], [18, 13, 19, 14], [20, 11, 21, 12], [12, 19, 13, 20], [10, 21, 11, 22]]]
[K11a259|[[6, 2, 7, 1], [8, 4, 9, 3], [14, 6, 15, 5], [18, 10, 19, 9], [20, 12, 21, 11], [22, 15, 1, 16], [10, 20, 11, 19], [16, 21, 17, 22], [12, 18, 13, 17], [2, 8, 3, 7], [4, 14, 5, 13]]]
[K11a260|[[6, 2, 7, 1], [8, 4, 9, 3], [14, 6, 15, 5], [20, 10, 21, 9], [22, 15, 1, 16], [16, 21, 17, 22], [18, 12, 19, 11], [12, 18, 13, 17], [10, 20, 11, 19], [2, 8, 3, 7], [4, 14, 5, 13]]]
[K11a261|[[6, 2, 7, 1], [16, 8, 17, 7], [8, 3, 9, 4], [2, 15, 3, 16], [14, 5, 15, 6], [4, 9, 5, 10], [22, 18, 1, 17], [18, 11, 19, 12], [10, 21, 11, 22], [20, 13, 21, 14], [12, 19, 13, 20]]]
[K11a262|[[6, 2, 7, 1], [16, 8, 17, 7], [8, 3, 9, 4], [2, 15, 3, 16], [14, 5, 15, 6], [4, 9, 5, 10], [22, 18, 1, 17], [18, 13, 19, 14], [20, 11, 21, 12], [12, 19, 13, 20], [10, 21, 11, 22]]]
[K11a263|[[6, 2, 7, 1], [8, 4, 9, 3], [16, 6, 17, 5], [20, 10, 21, 9], [22, 12, 1, 11], [10, 22, 11, 21], [14, 20, 15, 19], [18, 14, 19, 13], [12, 18, 13, 17], [2, 8, 3, 7], [4, 16, 5, 15]]]
[K11a264|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 17, 1, 18], [14, 7, 15, 8], [8, 3, 9, 4], [4, 9, 5, 10], [18, 12, 19, 11], [10, 22, 11, 21], [20, 14, 21, 13], [12, 20, 13, 19], [2, 16, 3, 15]]]
[K11a265|[[6, 2, 7, 1], [16, 6, 17, 5], [22, 17, 1, 18], [14, 7, 15, 8], [8, 3, 9, 4], [4, 9, 5, 10], [18, 14, 19, 13], [20, 12, 21, 11], [12, 20, 13, 19], [10, 22, 11, 21], [2, 16, 3, 15]]]
[K11a266|[[6, 2, 7, 1], [10, 3, 11, 4], [14, 7, 15, 8], [18, 11, 19, 12], [12, 6, 13, 5], [4, 18, 5, 17], [20, 16, 21, 15], [16, 10, 17, 9], [22, 13, 1, 14], [2, 19, 3, 20], [8, 21, 9, 22]]]
[K11a267|[[6, 2, 7, 1], [20, 10, 21, 9], [10, 3, 11, 4], [2, 19, 3, 20], [14, 7, 15, 8], [18, 11, 19, 12], [12, 6, 13, 5], [4, 18, 5, 17], [8, 15, 9, 16], [22, 13, 1, 14], [16, 21, 17, 22]]]
[K11a268|[[6, 2, 7, 1], [18, 8, 19, 7], [10, 3, 11, 4], [2, 17, 3, 18], [16, 11, 17, 12], [12, 6, 13, 5], [4, 16, 5, 15], [20, 10, 21, 9], [22, 13, 1, 14], [8, 20, 9, 19], [14, 21, 15, 22]]]
[K11a269|[[6, 2, 7, 1], [20, 8, 21, 7], [18, 11, 19, 12], [12, 6, 13, 5], [2, 19, 3, 20], [8, 16, 9, 15], [10, 3, 11, 4], [16, 10, 17, 9], [4, 18, 5, 17], [22, 13, 1, 14], [14, 21, 15, 22]]]
[K11a270|[[6, 2, 7, 1], [18, 10, 19, 9], [10, 3, 11, 4], [2, 17, 3, 18], [20, 8, 21, 7], [16, 11, 17, 12], [12, 6, 13, 5], [4, 16, 5, 15], [8, 20, 9, 19], [22, 13, 1, 14], [14, 21, 15, 22]]]
[K11a271|[[6, 2, 7, 1], [22, 8, 1, 7], [18, 11, 19, 12], [12, 6, 13, 5], [2, 19, 3, 20], [16, 10, 17, 9], [10, 3, 11, 4], [14, 22, 15, 21], [20, 16, 21, 15], [8, 14, 9, 13], [4, 18, 5, 17]]]
[K11a272|[[6, 2, 7, 1], [18, 10, 19, 9], [10, 3, 11, 4], [2, 17, 3, 18], [22, 8, 1, 7], [16, 11, 17, 12], [12, 6, 13, 5], [4, 16, 5, 15], [8, 22, 9, 21], [20, 13, 21, 14], [14, 19, 15, 20]]]
[K11a273|[[6, 2, 7, 1], [16, 8, 17, 7], [10, 3, 11, 4], [20, 9, 21, 10], [18, 13, 19, 14], [12, 19, 13, 20], [2, 15, 3, 16], [8, 21, 9, 22], [14, 5, 15, 6], [4, 11, 5, 12], [22, 18, 1, 17]]]
[K11a274|[[6, 2, 7, 1], [10, 4, 11, 3], [18, 7, 19, 8], [8, 19, 9, 20], [2, 10, 3, 9], [20, 11, 21, 12], [14, 5, 15, 6], [4, 15, 5, 16], [16, 22, 17, 21], [22, 14, 1, 13], [12, 17, 13, 18]]]
[K11a275|[[6, 2, 7, 1], [10, 4, 11, 3], [20, 8, 21, 7], [22, 15, 1, 16], [18, 12, 19, 11], [12, 18, 13, 17], [16, 21, 17, 22], [8, 20, 9, 19], [14, 6, 15, 5], [2, 10, 3, 9], [4, 14, 5, 13]]]
